,customer_id,purchase_date,purchase_total
0,b76afdef-c18d-4477-96eb-8ccdcbc5cf27,2021-01-25 04:53:27,249313
1,1a682bfe-1e12-4dd9-bc6f-5005226912af,2021-01-28 21:26:28,227602
2,9d8a952e-74dc-4093-823f-cbedd49c96c3,2021-01-20 09:27:17,148954
3,cf1f0257-624c-41e7-85bc-288adaa78da1,2021-01-11 00:20:18,146189
4,f1ccd413-a74b-4cb5-bc53-6562614743b7,2021-01-09 04:53:30,103834
5,319c16a0-99ab-40e1-a023-2d60fc780cef,2021-01-02 08:33:47,403544
6,7a2901da-4b7a-482d-80b6-d18aca15adf6,2021-01-11 17:30:31,188432
7,f1ccd413-a74b-4cb5-bc53-6562614743b7,2021-01-11 19:36:08,506667
8,ec56e85c-7dee-4e55-95ff-6a75103b5255,2021-01-17 16:24:27,389907
9,caa5b90b-82dd-4c0a-b3c7-801397605040,2021-01-08 22:13:48,499071
10,9c0c2b1d-7e29-40e1-ad5e-9b375834b1a5,2021-01-23 07:14:18,82990
11,f4d7c9cf-0e69-46a1-9f75-7b99828d3b56,2021-01-18 05:40:51,62746
12,1730f3a4-c353-4d19-bfe8-6cd6b5807429,2021-01-13 02:14:36,570795
13,2509ce73-5329-4fe2-a736-9c1e0e2392bc,2021-01-06 01:42:38,402299
14,421cc173-06e5-4407-bae6-91fdb65c9b79,2021-01-24 21:44:33,113125
15,ea365597-dbb6-4769-9aaf-e33b28e02683,2021-01-21 11:21:00,1309979
16,3c7b18ce-37e5-4d57-8092-0c22495ee76e,2021-01-09 12:36:10,696857
17,2e0f2cc8-79b9-470a-b390-082c2fac5bba,2021-01-14 02:41:36,262291
18,a1199a13-14a1-4947-8e40-7c248f5ca58c,2021-01-22 08:36:00,270841
19,a882839d-f4d8-4449-a8b3-0890729e75c1,2021-01-28 19:56:03,185094
20,d9b1b0f5-bd26-4228-b4b3-b2ed38a35166,2021-01-07 03:38:43,223273
21,6260fc58-7d1f-4b3a-9e68-855e5cd1d44f,2021-01-10 12:33:22,474463
22,3a1f7823-c4de-43fc-ade1-a48441afa45c,2021-01-30 00:28:13,485701
23,a3bf5aa1-381c-4b62-aa63-8ffdbac23fbf,2021-01-19 14:43:08,107240
24,41ff1449-6bc8-40f8-97ed-d729a97bc42c,2021-01-28 03:41:48,45013
25,f3b25848-ffc5-4b8f-9426-20780b63da16,2021-01-17 15:54:29,64571
26,7c6e0569-15ad-4791-af52-efd38f762f92,2021-01-14 13:22:38,168244
27,4b7ee08d-3d64-4222-a7b8-b452dbedd371,2021-01-13 21:26:03,352304
28,fad1fd36-5083-459b-946c-4ff2a1e2444d,2021-01-20 12:30:49,68667
29,938d00a4-5204-4257-96fb-d1696a96b33c,2021-01-16 17:32:54,306082
30,0dd1a20c-fc22-47f9-8c85-4d6aeae9a9a9,2021-01-26 19:47:14,833347
31,066e3cb8-97df-4fb6-a791-6398906273c5,2021-01-07 16:17:36,185877
32,083aca5d-52c3-4414-a4fd-eddc8613aeba,2021-01-01 03:00:26,115663
