,customer_id,purchase_date,purchase_total
0,6dd1b508-692b-4a5d-86ed-040a88c4fcc2,2021-01-16 07:16:44,477876
1,becefdcd-ae56-4dc2-8c94-eeaaec28d576,2021-01-24 08:33:42,96911
2,f212ca69-08a3-4104-a0ce-9e41437c954e,2021-01-21 15:59:29,167261
3,279ea47c-c4b5-4a29-b806-ecaf069bd3e2,2021-01-27 14:45:13,44717
4,9eb54466-5c5f-44bb-a058-b3037abaecff,2021-01-08 08:00:09,252176
5,c4021a59-d2d8-4c4e-88ac-1dd3e53dca79,2021-01-03 04:29:27,350067
6,c5bcb18f-e5f2-44cb-bacc-82b07384b568,2021-01-18 10:04:15,572864
7,7c02dcb0-4061-41d1-95af-1e1135d41060,2021-01-04 16:34:31,164297
8,8d458f73-925b-4edd-9117-52e7d2e33076,2021-01-27 09:08:30,240280
9,86e57c55-d1e0-41be-b14f-268e1f885e73,2021-01-06 19:15:18,257105
10,b6a0735b-be98-46e4-a6ff-07acc700e703,2021-01-01 05:37:27,253943
11,7355c5b0-a4cc-4816-aa6c-dc247e48cf15,2021-01-28 14:34:17,100374
12,be09ac17-b7cc-4e0e-8379-f11b3fd323a9,2021-01-24 13:50:22,113629
13,2483b0d6-9551-4b70-ad25-04b024a27730,2021-01-21 12:24:39,142852
14,a79f9f88-4546-4f70-879f-00adaf355c59,2021-01-11 08:57:23,274377
15,9d344464-e65d-4ba9-8ff6-7074f60c32b6,2021-01-19 17:47:57,385966
16,2100bf8d-0c8e-4ec3-af6c-66072cecb3ef,2021-01-26 15:49:47,140406
17,31480c37-69db-49d6-bb94-34cff9ffe99b,2021-01-28 17:19:48,268084
18,702aa7b5-5cf8-4ea5-bd69-f33fa4c7f85c,2021-01-10 17:07:43,31052
19,07eefd83-89f6-4d67-b8bd-35564c8ab733,2021-01-02 04:10:23,27459
20,6b4a7a00-733d-41ef-b379-8ecbaed58d88,2021-01-27 20:37:34,107969
21,08a7108c-5c60-4c74-a34a-380fc10bd836,2021-01-20 12:50:26,277443
22,577835c1-9efb-42c1-b9b9-e69d5e616ac0,2021-01-31 11:57:30,586588
23,6fd1a6c3-0dc5-46ba-bb3e-c7b425ed33fc,2021-01-18 20:05:55,306539
24,4ae0b093-09c3-49b7-950e-7e5a0b0177c1,2021-01-07 11:52:58,440694
