,customer_id,purchase_date,purchase_total
0,b2ab69fa-f886-4975-aa76-8fefc5995c2a,2021-01-26 01:26:09,238425
1,7b8b78e1-2060-44fe-b941-8e76daa8d572,2021-01-26 21:07:12,643520
2,d5061f64-6909-445f-b2b2-9bb06e4fd7e9,2021-01-06 07:24:43,389781
3,3da3c4b4-e248-4b9a-88e2-1d6db6842487,2021-01-31 20:37:33,57615
4,b2ab69fa-f886-4975-aa76-8fefc5995c2a,2021-01-10 02:06:42,460485
5,623ad5c0-ae56-48a8-9640-ca7e6457eb65,2021-01-04 22:59:00,38955
6,d5061f64-6909-445f-b2b2-9bb06e4fd7e9,2021-01-26 04:36:49,25512
7,f1e6b66a-3a27-4cef-8258-1dd0a61998e0,2021-01-31 08:19:12,543596
8,e4c5d04f-7814-4bf6-a980-c47aed1815c2,2021-01-11 08:11:58,14804
9,984a9770-d18e-437c-a6d9-502c0592306d,2021-01-02 10:21:32,173610
10,e7501f24-51ff-4f10-9da8-83ea705e96b6,2021-01-04 13:18:07,292369
11,c16c0d37-d9ce-47e5-b57b-e43f3de69671,2021-01-30 17:50:47,507467
12,ab478b08-ea38-4b16-b0bd-2d325eea369c,2021-01-02 21:49:00,281872
13,0697692c-f2bb-4822-868e-41bb8df7097b,2021-01-28 02:58:52,721772
14,bdd17c57-8a25-4f15-96a3-016f7a7f06d5,2021-01-16 04:30:42,317197
15,28cc8ab2-9bef-4ff6-93cc-636ff34e80ab,2021-01-22 19:39:54,489178
16,7f9b694c-6719-42d6-bc87-31ca5d8d3368,2021-01-03 11:49:57,288963
17,799d65f5-824c-4157-8f0f-3cebd592f69e,2021-01-16 04:16:24,573156
18,10a439f2-444d-4855-be96-e1659f871dc4,2021-01-05 01:38:16,213801
19,525afdf1-9745-4a37-90e7-73e19ff48a8e,2021-01-25 21:35:24,435638
20,9f0b3edf-023a-4ca4-ac36-c3d4958f500d,2021-01-09 23:32:09,93531
21,c16c0d37-d9ce-47e5-b57b-e43f3de69671,2021-01-25 01:07:55,440101
22,99c05523-1c24-423e-857e-95e078a4509a,2021-01-01 04:49:38,287999
23,22020205-405c-4f86-99e5-cbcb8cdf147d,2021-01-05 08:59:32,75222
24,639cf64a-e922-4dd4-80f2-373bc9c231af,2021-01-16 16:49:24,254514
25,071bc348-3ad0-46a9-b105-f73c50709127,2021-01-04 11:42:15,108188
26,bdd17c57-8a25-4f15-96a3-016f7a7f06d5,2021-01-05 04:21:05,135143
27,6d1a5413-9395-4582-bdc9-a6249f300009,2021-01-08 19:48:51,185620
28,8b94efa4-137e-4248-bd4d-623dde6d32c6,2021-01-03 00:40:13,201709
29,cb8efa16-8068-4cca-9b5c-7a01b6501675,2021-01-03 09:03:41,158978
30,3eb7e5ce-864f-4f71-827a-396a82b371b2,2021-01-29 21:33:29,264927
31,0514913b-1cb7-475d-a176-1a6d7f74d5f0,2021-01-15 10:57:20,391271
32,aabff84d-b6db-4171-b326-d455e23e9ff5,2021-01-15 19:59:30,245647
33,b3118182-550a-4ac1-acc9-d95efdf7ef32,2021-01-30 13:04:15,134923
34,4e741c00-f467-47f0-aac9-d837ab9dda20,2021-01-17 16:39:25,47703
35,a40f35ea-f012-4332-b182-e8751483f366,2021-01-07 18:35:07,358977
36,37b15869-a9df-4046-953f-f662df2e92b8,2021-01-15 02:53:51,28983
37,020318a9-90b1-46f2-a440-af977591d923,2021-01-05 20:13:03,218248
38,7be70b97-e685-4d4f-a253-ed38eb96fdd9,2021-01-19 09:51:43,149344
39,9f0b3edf-023a-4ca4-ac36-c3d4958f500d,2021-01-30 15:05:26,167590
40,8c5213ab-388b-47d1-be99-4f523154b420,2021-01-01 21:27:29,325756
