,customer_id,purchase_date,purchase_total
0,4001719f-6906-450c-abbf-87259936c233,2021-01-21 09:12:21,102677
1,38de5b48-0355-43be-83d1-75c4bac73bdc,2021-01-09 15:55:54,111769
2,23c1abc7-3dba-4d40-961a-84659b6ebcef,2021-01-27 07:36:14,338835
3,b967c980-b6f0-497d-aef1-75b76ee92583,2021-01-05 09:31:11,274926
4,43befabb-e9f3-4b7d-9728-3af43d630bc1,2021-01-19 17:19:26,985004
5,43befabb-e9f3-4b7d-9728-3af43d630bc1,2021-01-10 12:19:34,432392
6,a1d4bbf0-c7cb-47dc-9e1f-a707315a8c90,2021-01-01 08:55:07,391685
7,8f74cc7f-d686-4d30-a45f-9383d3fb80a3,2021-01-20 07:13:22,103218
8,ece23fbf-62e9-45e9-9dcf-87e1ebd1d8f7,2021-01-27 07:36:13,66644
9,27b5aecc-e5ff-451a-953b-1449d786310f,2021-01-28 00:24:45,85361
10,6023f1b9-0206-4593-bb4b-b17ab20e513c,2021-01-11 09:15:11,397633
11,dea49398-635e-4cf8-8120-10e12f554a58,2021-01-10 20:01:10,82786
12,6023f1b9-0206-4593-bb4b-b17ab20e513c,2021-01-03 20:10:32,43268
13,deef566d-4bdc-4f10-8618-06ef99d6d10d,2021-01-24 08:44:41,149902
14,41263924-6b9a-46ae-af6f-3f19bb1899db,2021-01-04 09:07:08,215393
15,9855955f-bca4-4e72-a24a-df34a6bd0ad1,2021-01-02 23:17:59,47046
16,b8301514-3c6e-41c4-a2af-a373eee923ce,2021-01-04 15:38:55,542868
17,3a7872bb-846d-47d2-8dd6-8f0d3c614e20,2021-01-20 10:29:38,552999
18,129e9416-c496-4b3a-847e-ab96c118c74f,2021-01-26 18:37:37,623963
19,c0b75f6f-8e64-40f6-a7d3-3072cba53253,2021-01-27 08:22:31,323128
20,24e56294-e1a6-4180-a7bd-4009767934fe,2021-01-10 13:45:51,124596
21,dc7602fd-9b21-473b-a17a-bf7f640676ea,2021-01-25 15:37:13,101979
22,7566f951-5f60-42fe-9a0b-257bad7bcbcc,2021-01-03 17:57:33,574775
23,b8301514-3c6e-41c4-a2af-a373eee923ce,2021-01-03 17:57:11,87801
24,1797d8eb-2ba0-4bb3-bf4f-a3cc6bdb7866,2021-01-08 00:07:31,43701
25,0141aa7b-102d-41dd-9ff2-a9aa9effd5da,2021-01-29 11:29:57,485160
26,79db680b-7fad-4470-acac-1150cadde703,2021-01-11 04:20:23,487180
27,573d4e44-7639-4795-8402-6ff5fa9c0b61,2021-01-11 01:41:24,173094
28,5b8ef6bc-de8a-4f16-b7b4-c22fe28bdcf4,2021-01-21 04:55:33,101566
29,6f4ad22a-d850-4d00-8461-e8d858942c0f,2021-01-21 00:41:23,116142
30,12c1f73b-5138-4a56-9d18-0809b0adbe5a,2021-01-15 20:54:23,227773
31,3e5e6939-ec39-4221-b3e8-4023c23805eb,2021-01-02 03:17:24,464666
32,ea235de7-5bdb-4cba-8394-fa7253d1ce1b,2021-01-04 00:14:28,617416
33,a95e708d-e883-4ea3-beea-ad4e5fde4930,2021-01-20 20:11:17,290868
34,58f0388b-59b8-4665-a37d-7d3635cb78f0,2021-01-08 04:44:31,156661
35,9855955f-bca4-4e72-a24a-df34a6bd0ad1,2021-01-17 12:16:02,337054
36,7566f951-5f60-42fe-9a0b-257bad7bcbcc,2021-01-28 15:43:21,39992
37,dbd081f3-41dd-4b42-9dd6-1f2ec02b03b9,2021-01-06 19:28:15,601863
38,6857a9f7-8ec2-473f-ae48-e73ecf4c6aef,2021-01-26 19:29:58,222520
39,b5094ef7-e6bc-42ac-9969-d510f28d0769,2021-01-11 03:44:21,873841
40,4a050ed1-54ce-4e31-be25-8b764ede4da6,2021-01-07 22:00:49,448243
41,ee925ae2-1559-4cd2-a364-83d0ef28d334,2021-01-24 23:54:06,519502
42,37cabf33-a32a-4c78-961a-794c04ea6d4f,2021-01-09 15:37:26,61510
43,28b7a09e-1d44-4fa6-9763-607b3e55a4fc,2021-01-12 13:28:57,362414
44,6023f1b9-0206-4593-bb4b-b17ab20e513c,2021-01-08 12:13:10,1116013
45,27b5aecc-e5ff-451a-953b-1449d786310f,2021-01-25 12:00:48,209098
46,e0c5a48d-7234-451b-9e8d-d5b871804483,2021-01-08 20:19:33,146168
47,dc7602fd-9b21-473b-a17a-bf7f640676ea,2021-01-02 18:49:56,103685
48,d231ff0f-2904-49e6-b24b-6061f0ee96ea,2021-01-04 00:57:27,172536
49,d18a5a18-ac85-4e42-9895-152c36d49672,2021-01-24 07:27:52,90214
50,2a042069-1732-4097-b189-a0d7b65d5273,2021-01-30 23:49:47,68265
51,b967c980-b6f0-497d-aef1-75b76ee92583,2021-01-13 05:13:07,518776
52,9b663d78-2c0b-44d1-8016-7e582b9d9181,2021-01-21 00:41:24,135517
53,383a5d8e-74a0-4fad-aafa-645695610774,2021-01-09 22:54:04,337067
54,dbd081f3-41dd-4b42-9dd6-1f2ec02b03b9,2021-01-09 03:17:38,20524
55,504b99c5-5059-4e1a-a414-c227ce608f73,2021-01-07 10:49:45,706803
56,d157ae9d-c6ba-474d-8e78-4c8f0df0dc45,2021-01-16 16:31:15,515137
57,08863e85-b14f-4b19-ae96-a922432e8614,2021-01-20 23:35:08,102801
58,23fc1ef5-ec12-4188-a87d-8867d9ea3689,2021-01-19 09:45:52,623732
59,548c2026-66d1-408f-8180-6ad9f0885780,2021-01-28 03:55:58,481330
60,affa0985-ca13-4e59-b003-df0674fee31f,2021-01-21 13:10:40,714308
61,28c2c9c8-c60f-42e4-b1f5-dd8c6561228d,2021-01-28 16:47:25,223445
62,8f74cc7f-d686-4d30-a45f-9383d3fb80a3,2021-01-08 03:44:41,181039
63,7566f951-5f60-42fe-9a0b-257bad7bcbcc,2021-01-21 08:27:07,251136
64,6597e520-a4ae-4674-8d21-34409f8e80f3,2021-01-13 20:11:36,62398
65,66ac637e-5a4d-468e-88f9-037a89784d66,2021-01-26 11:37:13,877271
66,8a653c9a-5780-4e59-8ca9-98b9f5273945,2021-01-28 00:11:06,178600
67,8dc11432-1cc3-43e9-b885-6b0e575a50d1,2021-01-17 10:26:50,149317
68,2331eb7d-b5ec-45ce-9cfa-b9879702b0a0,2021-01-27 12:39:14,698349
69,6b8b9560-8afe-44f0-8e14-b7574eaada56,2021-01-10 01:17:41,477870
70,96a12893-bc5c-4414-aed4-1b6291242c25,2021-01-18 11:10:48,127316
71,c3551e02-6890-467c-8679-ea588c8aaf51,2021-01-29 23:13:14,428738
72,9b0684e4-472b-4478-b1b4-fa30e596a89c,2021-01-16 12:38:26,262702
73,3fc779f3-963d-4d1b-8303-bce67e3b089d,2021-01-27 02:18:32,123202
74,2a042069-1732-4097-b189-a0d7b65d5273,2021-01-23 13:28:56,13684
75,4a050ed1-54ce-4e31-be25-8b764ede4da6,2021-01-26 13:39:44,289736
76,56f55190-8fa4-4bc5-b235-0372512e095e,2021-01-13 16:36:20,468026
77,f04956b2-cfe5-4567-881b-05433e29da55,2021-01-04 22:16:43,532878
78,8afa87da-77c7-44af-a71c-ff464113a5ea,2021-01-05 20:04:22,1003758
79,d9bc0239-32c2-4ad4-90a9-931bb56989d4,2021-01-16 07:22:11,146089
80,ab64dc87-f724-48d4-999e-5dc7440d3fb6,2021-01-05 14:50:58,416416
81,ea724086-a440-4a0d-b974-8d856d98d997,2021-01-03 23:56:22,170639
82,3e51670e-637d-47c1-8925-340219064f7a,2021-01-24 22:22:07,80079
83,3d515df5-6fc1-48a9-9cd5-9be2333ef1a4,2021-01-20 20:23:16,26251
84,28c2c9c8-c60f-42e4-b1f5-dd8c6561228d,2021-01-27 03:21:42,625400
85,89b8c801-cf74-4728-973b-a93b0847a30e,2021-01-02 17:21:30,63330
86,ba3fe2d8-5078-4121-bbd1-4beff4e94c1c,2021-01-24 18:44:15,142780
87,07293ed5-0627-4e4e-a9da-18d396b9a4cf,2021-01-17 23:17:41,203002
88,480e045d-3aa2-4ee5-b1d3-fe8c3ce0a01f,2021-01-21 03:35:34,450118
89,fbe88c23-5943-4c52-87ea-b3760460f90a,2021-01-26 22:18:50,89068
90,fbe88c23-5943-4c52-87ea-b3760460f90a,2021-01-07 23:37:32,192262
91,32789467-b690-4dc3-86a7-7480764881b0,2021-01-29 22:04:24,321444
92,5e4d1e24-73e0-441c-a591-0b187df4a591,2021-01-09 20:40:21,199606
93,d78f767c-94e1-45a6-8802-1ae491be82b0,2021-01-11 01:49:34,420933
94,6d69996f-58a5-4a33-b578-e9ff66bd860b,2021-01-21 03:19:21,98552
95,8cba15f0-64c2-4420-9ad1-37133a4947f6,2021-01-14 23:44:46,283768
96,93cfb6c0-6ce3-4d11-88a1-2818ea72e033,2021-01-02 12:03:11,421567
97,383a5d8e-74a0-4fad-aafa-645695610774,2021-01-27 10:08:15,77161
98,42bfab4c-fd9a-4774-998b-2c2bcb084e0d,2021-01-02 19:21:36,467124
99,c3c3cced-98ca-4a87-9bff-5b257d20d2d0,2021-01-10 12:50:52,437323
100,72321c2c-de3a-44ce-8552-f3c7b86a1290,2021-01-25 10:36:39,14994
101,dea49398-635e-4cf8-8120-10e12f554a58,2021-01-12 22:35:12,517770
102,89b8c801-cf74-4728-973b-a93b0847a30e,2021-01-26 20:27:12,85006
103,5e4d1e24-73e0-441c-a591-0b187df4a591,2021-01-20 21:48:11,279619
104,da3bd7dc-5207-4493-b779-6884a15d5870,2021-01-26 12:32:06,682197
105,831fcf29-333d-45fe-9b5c-73b165404719,2021-01-13 02:36:44,289439
106,05a153a4-2e99-46d5-9fe6-ed2b5242b491,2021-01-04 10:12:44,244322
