,customer_id,purchase_date,purchase_total
0,5a43a355-0987-4afa-aa41-e056f6eaf265,2021-01-25 22:39:54,71609
1,ff367359-ca39-4ffe-83e6-0ba76919b5cf,2021-01-26 01:28:29,7964
2,869f5df0-e4a2-4400-b6fb-fe4749c13050,2021-01-26 19:18:25,807427
3,793c7975-8d29-49eb-b80e-e2d84010946d,2021-01-19 20:26:46,32947
4,6a0463a9-a11b-4de8-aaba-5fe4a824115a,2021-01-29 22:44:06,149251
5,213bd8a1-cf10-46f4-a3f6-fbc26baab5d8,2021-01-12 18:04:15,417931
6,8d6f3a60-e2f0-4741-8f4b-c4e43a908c08,2021-01-29 15:28:23,312216
7,ff367359-ca39-4ffe-83e6-0ba76919b5cf,2021-01-01 01:48:48,33281
8,793c7975-8d29-49eb-b80e-e2d84010946d,2021-01-24 04:34:30,481374
9,455251ec-599f-4b8e-90e0-eeddcf6c260a,2021-01-20 15:04:07,140207
10,50f451af-16b3-4246-8803-c149a0542dd1,2021-01-23 13:22:31,60956
11,3b83ec87-006a-49b7-b1f4-87de2318bd62,2021-01-15 14:13:39,433614
12,e1481bc2-a46a-41e7-a5bb-aaf0106dc035,2021-01-31 13:50:28,12769
13,3401d0d7-ace6-4ba9-8197-5f87bc38ba5b,2021-01-23 14:10:05,271090
14,6a0463a9-a11b-4de8-aaba-5fe4a824115a,2021-01-12 07:43:41,710332
15,5d360f2c-e03d-442b-8246-7417cd145fc6,2021-01-17 18:53:13,519529
16,e087bf9d-e693-499e-a3b2-526ddb60e285,2021-01-13 18:21:15,225186
17,2b7f8586-72e4-44a7-aebd-a1615e24a8cd,2021-01-13 01:03:54,275618
18,620cb5ef-c939-4842-bd9f-9d8218ab11fe,2021-01-03 06:12:22,139471
19,86257bd7-5fd7-4dcf-a77f-0fc99d610960,2021-01-23 18:49:13,198273
20,b47d3e06-2b98-4c35-abef-195262d6abbf,2021-01-09 01:55:36,412091
21,5b0fba63-09a6-4f97-8674-972dcee3a9c1,2021-01-01 11:52:01,452636
22,4701f452-df67-41a8-b89c-1890a90f4a1c,2021-01-29 07:23:56,138747
23,2b7f8586-72e4-44a7-aebd-a1615e24a8cd,2021-01-12 09:00:49,129436
24,741a276a-b878-4ef9-9030-d32061ba9507,2021-01-01 14:27:13,550719
25,e14cd50c-0737-4aa4-a6b7-17b18f72aa91,2021-01-13 12:44:34,412797
26,4701f452-df67-41a8-b89c-1890a90f4a1c,2021-01-07 02:49:51,307317
27,92b09225-0593-4e02-be5e-65947485f3c3,2021-01-16 00:48:58,291103
28,8d6f3a60-e2f0-4741-8f4b-c4e43a908c08,2021-01-11 08:34:50,37067
29,90f6aff1-6bd6-451c-a0d0-134ab9c3709f,2021-01-22 10:49:32,166323
30,df3f597d-7766-48e3-b7ad-c199c1ff298a,2021-01-12 08:29:55,405796
31,fda586d6-1d59-4ab4-895a-572b4882eca8,2021-01-22 00:51:50,113672
